CustomerID,tenure,MonthlyCharges,Contract,InternetService,TechSupport,PaymentMethod,PredictedChurn,RiskLevel,RecommendedAction,MonthlyRevenueAtRisk,ChurnProbabilityPct
9430-FRQOC,4,87.1,Month-to-month,Fiber optic,Yes,Mailed check,1,High Risk,Offer annual contract discount + proactive support,87.1,76.62
7639-OPLNG,70,79.25,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.07
3074-GQWYX,5,75.9,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,75.9,65.87
1492-QGCLU,53,85.7,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,11.41
6845-RGTYS,47,98.75,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,98.75,38.68
7328-OWMOM,31,20.1,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.41
4418-LZMSV,13,61.8,Month-to-month,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,10.81
5155-AZQPB,28,49.9,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,9.26
8861-HGGKB,10,86.45,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,86.45,61.57
1087-GRUYI,38,20.4,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.98
7065-YUNRY,1,45.3,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,45.3,60.91
7694-VLBWQ,67,104.1,One year,Fiber optic,No,Electronic check,1,Medium Risk,Monitor customer + targeted engagement,104.1,40.32
2546-KZAAT,52,75.4,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.18
0181-RITDD,62,108.15,Two year,Fiber optic,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.37
5989-PGKJB,16,86.25,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,86.25,49.74
4795-KTRTH,5,81.0,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,81.0,74.14
8272-ONJLV,12,95.7,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,34.94
1488-PBLJN,72,116.85,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.12
0308-GIQJT,71,105.75,One year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,11.06
3778-FOAQW,24,20.15,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.6
4452-ROHMO,15,19.6,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.0
6481-OGDOO,67,90.6,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.16
3090-LETTY,2,60.95,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,20.3
5349-AZPEW,5,25.05,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,26.58
3753-TSEMP,15,88.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,88.15,45.14
8305-VHZBZ,1,20.2,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,20.2,40.52
9720-JJJOR,41,60.3,One year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,7.06
8100-HZZLJ,43,63.95,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,13.62
8775-ERLNB,1,74.3,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,74.3,79.57
8309-IEYJD,1,70.6,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,70.6,78.94
9172-JITSM,26,90.8,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,90.8,52.97
6298-QDFNH,22,79.35,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,79.35,56.37
7398-HPYZQ,71,90.55,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.56
3546-GHEAE,7,19.45,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.05
7361-YPXFS,28,64.45,Month-to-month,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,9.2
6557-BZXLQ,16,69.65,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,69.65,49.45
2550-QHZGP,7,19.5,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.75
7519-JTWQH,69,110.5,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,13.6
2538-OIMXF,1,24.7,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,24.7,44.52
8543-MSDMF,3,77.4,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,77.4,35.72
9961-JBNMK,21,96.8,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,96.8,54.25
1170-SASML,69,85.4,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,27.73
4872-JCVCA,71,47.6,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.36
5346-BZCHP,69,19.4,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.1
2038-LLMLM,48,103.85,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,103.85,46.74
6173-ITPWD,47,83.35,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,83.35,37.15
9734-UYXQI,2,49.4,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,49.4,61.13
1216-BGTSP,45,108.45,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,27.76
4138-NAXED,51,81.0,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,22.7
2189-UXTKY,22,79.2,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,32.15
0744-BIKKF,72,86.65,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.41
7483-IQWIB,37,92.95,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,92.95,35.85
5248-KWLAR,71,90.35,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,1.01
4958-GZWIY,7,48.7,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,48.7,35.11
7996-MHXLW,66,25.15,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.88
7833-PKIHD,51,76.4,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,6.18
7061-OVMIM,30,19.55,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.03
5153-RTHKF,34,85.35,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,85.35,43.64
1852-QSWCD,64,24.8,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.19
4832-VRBMR,65,103.15,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,26.46
9079-LWTFD,47,100.75,Month-to-month,Fiber optic,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,15.43
6356-ELRKD,1,95.6,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,95.6,85.35
8624-GIOUT,49,59.75,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,13.23
3392-EHMNK,67,94.1,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.99
5986-WWXDV,39,19.35,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.95
3061-BCKYI,14,19.9,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.39
6179-GJPSO,43,108.15,Month-to-month,Fiber optic,Yes,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,108.15,41.82
7901-TBKJX,56,101.05,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,101.05,54.78
7228-PAQPD,14,59.1,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,10.11
3177-LASXD,1,71.35,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,71.35,74.35
7746-QYVCO,16,55.85,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,7.85
5804-HYIEZ,70,106.05,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,106.05,38.41
9919-FZDED,72,84.1,Two year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.01
5934-TSSAU,23,75.3,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,24.94
3486-KHMLI,21,24.7,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,5.77
4897-QSUYC,1,20.15,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,20.15,53.43
1084-UQCHV,1,69.75,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,High Risk,Offer annual contract discount + proactive support,69.75,74.66
8290-YWKHZ,32,93.2,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,93.2,56.56
2955-BJZHG,17,80.85,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,80.85,36.83
3806-DXQOM,4,33.65,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,33.65,47.79
6784-XYJAE,36,55.8,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,7.31
3933-DQPWX,50,39.7,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.43
6661-EIPZC,48,29.5,Month-to-month,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.3
8957-THMOA,50,20.15,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.32
2251-PYLPB,72,79.55,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.54
5555-RNPGT,10,24.8,Month-to-month,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,7.82
1057-FOGLZ,18,19.65,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.8
9300-RENDD,1,79.95,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,79.95,87.31
0761-AETCS,1,19.3,Month-to-month,No,No internet service,Electronic check,1,Medium Risk,Offer contract upgrade incentive,19.3,36.38
8087-LGYHQ,9,94.05,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,94.05,66.81
4137-BTIKL,2,90.75,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,90.75,50.35
2190-BCXEC,40,78.85,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,33.65
6227-FBDXH,69,99.5,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,15.93
2153-MREFK,37,99.2,One year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,30.89
2911-WDXMV,18,80.55,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,80.55,36.81
7206-PQBBZ,11,70.2,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,70.2,54.86
3106-ULWFW,8,85.2,Month-to-month,Fiber optic,No,Credit card (automatic),1,High Risk,Offer annual contract discount + proactive support,85.2,71.8
0925-VYDLG,3,75.25,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,75.25,65.41
4547-FZJWE,55,59.45,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,7.09
7422-WNBTY,33,93.35,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,93.35,44.04
0842-IWYCP,46,44.95,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,12.28
3521-HTQTV,34,26.1,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.45
3744-ZBHON,3,20.2,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,17.01
3373-DIUUN,30,21.25,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.08
8383-SGHJU,33,59.4,One year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,4.97
7607-QKKTJ,45,95.0,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,13.71
7707-PYBBH,40,61.9,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,9.42
8984-HPEMB,71,118.65,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,3.0
4349-GFQHK,1,54.35,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,54.35,62.31
4139-DETXS,72,64.45,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.4
9779-DPNEJ,22,80.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,80.15,51.97
9805-FILKB,46,20.2,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.57
5793-YOLJN,55,21.0,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.07
0673-IGUQO,1,20.45,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,23.76
4123-FCVCB,12,75.85,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,18.71
8819-IMISP,31,80.45,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,80.45,51.6
7802-EFKNY,5,24.95,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,24.95,62.49
8311-UEUAB,67,75.5,Two year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,11.35
5858-EAFCZ,1,44.45,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,44.45,45.82
8035-BUYVG,40,42.35,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,16.59
1163-ONYEY,41,74.55,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,17.92
9787-XVQIU,1,75.3,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,75.3,85.53
8945-MUQUF,51,94.8,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,19.17
5656-MJEFC,42,48.15,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.98
6082-OQFBA,23,19.65,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.29
8051-HJRLT,1,70.55,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,70.55,84.76
8974-OVACP,1,20.15,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,20.15,45.45
4010-YLMVT,56,106.6,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,32.82
1379-FRVEB,15,91.0,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,91.0,68.62
8612-GXIDD,12,25.4,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.87
6288-CHQJB,54,69.95,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.01
8160-HOWOX,7,66.85,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,66.85,38.31
3023-GFLBR,33,86.15,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,34.35
6648-INWPS,16,20.15,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,10.69
4223-BKEOR,21,64.85,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,7.92
4079-VTGLK,30,74.85,Two year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,6.05
1763-WQFUK,3,50.5,Month-to-month,DSL,Yes,Mailed check,1,Medium Risk,Offer contract upgrade incentive,50.5,37.41
1391-UBDAR,11,72.9,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,72.9,38.91
8894-JVDCV,62,115.05,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.99
2023-VQFDL,18,19.0,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,6.68
1345-GKDZZ,6,19.55,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.61
2014-MKGMH,46,101.1,One year,Fiber optic,No,Electronic check,1,Medium Risk,Monitor customer + targeted engagement,101.1,38.23
5628-FCGYG,21,84.1,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,84.1,60.36
2560-WBWXF,68,24.15,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.85
0248-IPDFW,1,50.1,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,50.1,60.95
7978-DKUQH,25,74.6,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,74.6,37.22
4335-UPJSI,24,19.75,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.37
0524-IAVZO,30,85.0,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,85.0,55.85
2737-YNGYW,2,80.55,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,80.55,69.25
1784-EZDKJ,51,106.8,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,34.14
9297-FVVDH,57,84.5,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,3.92
8007-YYPWD,15,25.05,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.02
7101-HRBLJ,72,83.7,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.41
5159-YFPKQ,2,75.8,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,75.8,72.42
6635-CPNUN,28,96.6,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,31.37
4021-RQSNY,29,98.5,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,98.5,69.75
5453-YBTWV,70,101.1,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.31
5039-LZRQT,13,20.2,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.1
2931-VUVJN,59,94.05,One year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,9.58
9061-TIHDA,13,95.25,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,95.25,80.33
8699-ASUFO,7,74.4,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,74.4,63.91
6418-PIQSP,62,81.0,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.27
8220-OCUFY,21,60.25,One year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,12.11
3995-WFCSM,2,60.85,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,60.85,45.21
1895-QTKDO,1,43.95,Month-to-month,DSL,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,43.95,43.66
2038-OEQZH,4,86.05,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,86.05,55.4
1178-PZGAB,19,20.25,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.98
7927-AUXBZ,30,85.15,Month-to-month,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,34.57
2626-VEEWG,67,19.4,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.34
2878-RMWXY,72,102.65,Two year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.26
1657-DYMBM,53,19.9,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.8
7311-MQJCH,5,19.55,One year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,8.93
7375-WMVMT,71,95.5,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.15
1136-XGEQU,50,84.15,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,9.73
2530-FMFXO,56,103.2,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,11.61
6844-DZKRF,2,50.2,Month-to-month,DSL,Yes,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,50.2,36.89
4695-WJZUE,2,88.55,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,88.55,86.87
7619-ODSGN,24,54.75,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,14.48
5970-GHJAW,46,19.95,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.76
8879-XUAHX,71,116.25,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,3.69
3689-MOZGR,29,31.2,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,19.68
4195-PNGZS,69,24.45,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.62
5003-XZWWO,71,84.2,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.07
3988-RQIXO,1,91.3,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,91.3,90.69
7622-FWGEW,56,85.65,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.9
6922-NCEDI,56,21.2,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.07
2514-GINMM,1,79.5,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,79.5,88.4
9891-NQDBD,28,25.55,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.94
6131-IUNXN,19,20.2,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,7.29
8548-AWOFC,66,63.85,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,10.23
9798-DRYDS,17,61.95,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,9.98
8532-UEFWH,52,25.75,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,0.8
6296-DDOOR,19,58.2,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,15.39
7951-VRDVK,36,85.85,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,6.92
5931-FLJJF,7,70.1,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,70.1,56.32
4815-YOSUK,72,104.9,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.54
2659-VXMWZ,67,111.3,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,17.08
0380-NEAVX,34,99.85,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,26.66
3207-OYBWH,57,95.25,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,95.25,35.69
4285-GYRQC,7,86.25,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,86.25,72.97
7216-EWTRS,1,100.8,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,100.8,94.13
4365-MSDYN,8,19.55,Month-to-month,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,13.98
7036-TYDEC,69,104.0,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,15.53
5802-ADBRC,50,104.4,One year,Fiber optic,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,25.57
8076-FEZKJ,10,19.5,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.45
5197-YPYBZ,12,25.25,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.93
8337-MSSXB,14,86.3,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,86.3,57.04
4312-GVYNH,70,49.85,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.75
8495-LJDFO,64,108.95,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,12.99
0839-JTCUD,66,89.9,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.71
5494-WOZRZ,71,82.0,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.83
1302-UHBDD,20,89.95,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,89.95,41.27
2234-EOFPT,72,79.35,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.4
8619-IJNDK,71,64.05,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.67
8378-LKJAF,38,101.15,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,101.15,53.09
8182-BJDSI,28,89.95,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,89.95,52.31
2528-HFYZX,17,76.45,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,76.45,49.17
1153-GNOLC,33,39.1,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,18.33
3298-QEICA,23,34.6,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.47
0788-DXBFY,58,19.55,One year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,9.37
3597-YASZG,70,104.45,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,7.51
